"市町村","タイトル","所在地","緯度","経度","写真1","写真2","写真3","写真4","写真5","写真6","写真7","写真8","写真9","写真10","連絡先","分類","災害種別","備考"
"","白地公民館","三好市池田町白地字本名１５３－１","34.017091","133.781845","","","","","","","","","","","0883-74-1024","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震",""
"","三好市池田一中体育館（旧池田第一中学校）","三好市池田町白地字本名８８８","34.013293","133.781901","","","","","","","","","","","0883-72-5555","指定緊急避難場所（法指定）","洪水,崖崩れ等",""
"","府甲部集会所","三好市池田町白地府甲部","34.004318","133.769653","","","","","","","","","","","　　　　　－","指定緊急避難場所（法指定）","洪水,崖崩れ等",""
"","緑の村管理センター","三好市池田町松尾黒川２－１","33.958567","133.820761","","","","","","","","","","","0883-75-2044","指定緊急避難場所（法指定）","洪水,崖崩れ等",""
"","出合地域多目的施設　体育館（旧出合小学校）","三好市池田町大利大西１７－２","33.962075","133.800748","","","","","","","","","","","　　　　　－","指定緊急避難場所（法指定）","洪水,地震",""
"","公民館出合分館","三好市池田町大利大西３６－１","33.959547","133.798908","","","","","","","","","","","0883-74-2041","指定緊急避難場所（法指定）","洪水,崖崩れ等",""
"","大申集会所","三好市池田町松尾大申","33.957664","133.789355","","","","","","","","","","","　　　　　－","指定緊急避難場所（法指定）","洪水",""
"","川崎小学校　体育館","三好市池田町川崎浪会２６－３１","33.968084","133.774377","","","","","","","","","","","0883-72-0414","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震",""
"","川崎生活改善センター","三好市池田町川崎宮ノ前１５０","33.966492","133.775031","","","","","","","","","","","0883-74-1591","指定緊急避難場所（法指定）","洪水",""
"","大利空連合消防会館","三好市池田町大利備中","33.971135","133.784012","","","","","","","","","","","　　　　　－","指定緊急避難場所（法指定）","洪水,崖崩れ等",""
"","公民館影野分館","三好市池田町漆川影野３５４７","33.981206","133.852051","","","","","","","","","","","0883-74-5031","指定緊急避難場所（法指定）","洪水,崖崩れ等",""
"","公民館漆川分館","三好市池田町漆川坊岡８３７","33.99409","133.828108","","","","","","","","","","","0883-74-1646","指定緊急避難場所（法指定）","洪水,崖崩れ等",""
"","漆川地域多目的施設（旧漆川小学校）","三好市池田町漆川小林１９８３","33.992014","133.823533","","","","","","","","","","","　　　　　－","指定緊急避難場所（法指定）","洪水,崖崩れ等",""
"","梅谷多目的集会施設","三好市池田町漆川下川原１３４－１","33.990469","133.810213","","","","","","","","","","","0883-74-1787","指定緊急避難場所（法指定）","洪水,崖崩れ等",""
"","三縄公民館","三好市池田町中西フルトノ９８４－１","34.00498","133.790834","","","","","","","","","","","0883-74-1503","指定緊急避難場所（法指定）","洪水,崖崩れ等",""
"","中西集会所","三好市池田町中西ナガウチ２５７－８","34.007264","133.787692","","","","","","","","","","","　　　　　－","指定緊急避難場所（法指定）","洪水,崖崩れ等",""
"","中西老人福祉センター","三好市池田町中西九畠１６７６－２","34.014359","133.787302","","","","","","","","","","","0883-74-1000","指定緊急避難場所（法指定）","洪水,崖崩れ等",""
"","野呂内構造改善センター","三好市池田町白地ノロウチ２４７－１","34.058001","133.765453","","","","","","","","","","","0883-74-1617","指定緊急避難場所（法指定）","洪水,崖崩れ等",""
"","下野呂内地域交流センター","三好市池田町西山中塚１０９３","34.061064","133.795384","","","","","","","","","","","0883-72-6041","指定緊急避難場所（法指定）","洪水,崖崩れ等",""
"","北嶺活性化センター","三好市池田町西山落１６８０","34.050064","133.827925","","","","","","","","","","","0883-72-3576","指定緊急避難場所（法指定）","洪水,崖崩れ等",""
"","入体集会所","三好市池田町西山木屋床","34.045875","133.824038","","","","","","","","","","","　　　　　－","指定緊急避難場所（法指定）","洪水,崖崩れ等",""
"","入体構造改善センター","三好市池田町西山古野２３６７","34.044997","133.821157","","","","","","","","","","","0883-72-3850","指定緊急避難場所（法指定）","洪水,崖崩れ等",""
"","峰ノ久保集会所","三好市池田町西山峰ノ久保","34.03987","133.820981","","","","","","","","","","","　　　　　－","指定緊急避難場所（法指定）","洪水,崖崩れ等",""
"","西山地域多目的施設（西山小学校・体育館）","三好市池田町西山岡屋敷３５６３－１","34.044026","133.805577","","","","","","","","","","","0883-72-2204","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震",""
"","西山構造改善センター","三好市池田町西山久保３９４８","34.039803","133.801571","","","","","","","","","","","0883-72-3830","指定緊急避難場所（法指定）","洪水,崖崩れ等",""
"","西山浜教育集会所","三好市池田町西山西川見５０７－１","34.034573","133.800184","","","","","","","","","","","0883-72-1394","指定緊急避難場所（法指定）","洪水,崖崩れ等",""
"","公民館イタノ分館","三好市池田町イタノ３３２８－８","34.023098","133.786005","","","","","","","","","","","0883-72-6335","指定緊急避難場所（法指定）","洪水,崖崩れ等",""
"","農村婦人の家","三好市池田町マチ２５５１－１","34.026887","133.798768","","","","","","","","","","","0883-72-1833","指定緊急避難場所（法指定）","洪水,崖崩れ等",""
"","公民館池南分館","三好市池田町マチ２５５１","34.027787","133.800584","","","","","","","","","","","　　　　　－","指定緊急避難場所（法指定）","洪水,崖崩れ等",""
"","公民館上野分館","三好市池田町ウエノ２７８７－８","34.03085","133.799099","","","","","","","","","","","0883-72-2694","指定緊急避難場所（法指定）","洪水,崖崩れ等",""
"","三好市中央公民館","三好市池田町シンマチ２６７６","34.029616","133.807724","","","","","","","","","","","0883-72-3700","指定緊急避難場所（法指定）","洪水,崖崩れ等",""
"","公民館供養地分館","三好市池田町ヤマダ３０３","34.027036","133.824089","","","","","","","","","","","0883-72-1169","指定緊急避難場所（法指定）","洪水,崖崩れ等",""
"","三島小学校","美馬市穴吹町三島字三谷374","34.055566","134.129108","","","","","","","","","","","0883-52-1375","指定緊急避難場所（法指定）","洪水,地震,内水氾濫",""
"","三島中学校","美馬市穴吹町三島字三谷356","34.055388","134.127885","","","","","","","","","","","0883-52-1146","指定緊急避難場所（法指定）","洪水,地震,内水氾濫",""
"","穴吹中学校","美馬市穴吹町穴吹字井口23","34.043677","134.167185","","","","","","","","","","","0883-52-1046","指定緊急避難場所（法指定）","洪水,地震,内水氾濫",""
"","穴吹小学校","美馬市穴吹町穴吹字柏40","34.046419","134.168596","","","","","","","","","","","0883-52-1059","指定緊急避難場所（法指定）","洪水,地震,内水氾濫",""
"","江原南小学校","美馬市脇町字拝原829","34.072857","134.172024","","","","","","","","","","","0883-52-1189","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,内水氾濫",""
"","脇町中学校","美馬市脇町大字猪尻字西ノ久保78","34.070391","134.15328","","","","","","","","","","","0883-52-1141","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,内水氾濫",""
"","脇町小学校","美馬市脇町大字猪尻字西ノ久保116","34.070871","134.151489","","","","","","","","","","","0883-52-1165","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,内水氾濫",""
"","脇町福祉センター","美馬市脇町大字脇町1265-1","34.070587","134.147369","","","","","","","","","","","0883-52-2141","指定緊急避難場所（法指定）","洪水,崖崩れ等,内水氾濫",""
"","岩倉小学校","美馬市脇町岩倉2879","34.062352","134.113551","","","","","","","","","","","0883-52-1249","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,内水氾濫",""
"","岩倉中学校","美馬市脇町別所3406","34.061495","134.107758","","","","","","","","","","","0883-52-3303","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,内水氾濫",""
"","芝坂小学校","美馬市美馬町字南原26","34.064383","134.087035","","","","","","","","","","","0883-63-2039","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,内水氾濫",""
"","喜来小学校","美馬市美馬町字天神63-1","34.048701","134.053553","","","","","","","","","","","0883-63-2034","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,内水氾濫",""
"","寺町防災交流センター","美馬市美馬町字寺の下20-1","34.052114","134.060677","","","","","","","","","","","","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,内水氾濫",""
"","重清西小学校","美馬市美馬町字八幡115","34.047206","134.017711","","","","","","","","","","","0883-63-2505","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,内水氾濫",""
"","重清東小学校","美馬市美馬町字大泉51-1","34.051357","134.042795","","","","","","","","","","","0883-63-2506","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,内水氾濫",""
"","美馬福祉センター","美馬市美馬町字中東原75","34.053048","134.047226","","","","","","","","","","","0883-63-2843","指定緊急避難場所（法指定）","洪水,崖崩れ等,内水氾濫",""
"","美馬中学校","美馬市美馬町字谷ヨリ西68","34.053033","134.04928","","","","","","","","","","","0883-63-2013","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,内水氾濫",""
"","老人優先避難所みどり","阿波市市場町香美字秋葉本80-1","34.08515217","134.2838926","","","","","","","","","","","0883-36-7771","指定緊急避難場所（法定外）","洪水,崖崩れ等,地震,内水氾濫",""
"","阿波西高等学校（体育館）","阿波市阿波町下喜来南228-1","34.08715958","134.264377","","","","","","","","","","","0883-35-3131","指定緊急避難場所（法定外）","洪水,崖崩れ等,地震,内水氾濫",""
"","阿波久勝公民館","阿波市阿波町庚申原218-1","34.08333005","134.2508968","","","","","","","","","","","0883-35-2026","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,内水氾濫",""
"","阿波農村環境改善センター","阿波市阿波町東原173","34.08264024","134.2354183","","","","","","","","","","","0883-35-3939","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,内水氾濫",""
"","阿波体育館","阿波市阿波町丸山22","34.07607589","134.2265037","","","","","","","","","","","","指定緊急避難場所（法定外）","洪水,崖崩れ等,地震,内水氾濫",""
"","久勝小学校（体育館）","阿波市阿波町森沢28","34.08500989","134.2518087","","","","","","","","","","","0883-35-2136","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,大規模な火事,内水氾濫",""
"","伊沢小学校（体育館）","阿波市阿波町南柴生172","34.08923866","134.2288966","","","","","","","","","","","0883-35-2034","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,大規模な火事,内水氾濫",""
"","阿波中学校（体育館）","阿波市阿波町東原230-1","34.08578407","134.2347508","","","","","","","","","","","0883-35-2040","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,内水氾濫",""
"","阿波伊沢公民館","阿波市阿波町南柴生84","34.08810206","134.2295514","","","","","","","","","","","0883-35-2152","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,内水氾濫",""
"","阿波伊沢北分館","阿波市阿波町亀底199-1","34.129062","134.227331","","","","","","","","","","","","指定緊急避難場所（法指定）","洪水,地震,内水氾濫",""
"","大俣公民館","阿波市市場町上喜来字田中602-3","34.10353023","134.2691083","","","","","","","","","","","0883-36-2284","指定緊急避難場所（法指定）","洪水,崖崩れ等,内水氾濫",""
"","八幡公民館","阿波市市場町大野島字稲荷112-1","34.09059449","134.3127797","","","","","","","","","","","0883-36-3004","指定緊急避難場所（法指定）","洪水,崖崩れ等",""
"","市場日開谷体育館","阿波市市場町日開谷字野田原25","34.12420874","134.2670545","","","","","","","","","","","","指定緊急避難場所（法定外）","洪水,地震,内水氾濫",""
"","市場コミュニティセンター","阿波市市場町市場字上野段388","34.09000349","134.2846332","","","","","","","","","","","","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,内水氾濫",""
"","八幡小学校（体育館）","阿波市市場町大野島字稲荷138-1","34.09102987","134.3114986","","","","","","","","","","","0883-36-3011","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,大規模な火事,内水氾濫",""
"","大俣小学校（体育館）","阿波市市場町上喜来字西原200","34.10398681","134.2625106","","","","","","","","","","","0883-36-2158","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,大規模な火事,内水氾濫",""
"","大影小学校（体育館）","阿波市市場町大影字境目39-1","34.1733051","134.2540616","","","","","","","","","","","","指定緊急避難場所（法定外）","洪水,地震,大規模な火事,内水氾濫",""
"","市場中学校（体育館）","阿波市市場町市場字上野段6-3","34.09831877","134.2861787","","","","","","","","","","","0883-36-2046","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,内水氾濫",""
"","市場小学校（体育館）","阿波市市場町市場字上野段670","34.08710668","134.2867687","","","","","","","","","","","0883-36-2019","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,大規模な火事,内水氾濫",""
"","土成地域資源活力工房","阿波市土成町宮川内字平間28-2","34.15099555","134.3523373","","","","","","","","","","","088-695-5405","指定緊急避難場所（法定外）","洪水,地震,内水氾濫",""
"","土成コミュニティセンター","土成町土成字丸山10","34.11546","134.339709","","","","","","","","","","","088-695-2311","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,内水氾濫",""
"","土成中学校（体育館）","阿波市土成町吉田字一本松の二42","34.11430072","134.3480088","","","","","","","","","","","088-695-2008","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,内水氾濫",""
"","土成小学校（体育館）","阿波市土成町成当1203-1","34.10897129","134.3252255","","","","","","","","","","","088-695-3064","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,大規模な火事,内水氾濫",""
"","御所小学校（体育館）","阿波市土成町宮川内字広坪89","34.11939053","134.3619128","","","","","","","","","","","088-695-2004","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,大規模な火事,内水氾濫",""
"","吉野スポーツセンター","阿波市吉野町西条字大西6-1","34.09852769","134.3709713","","","","","","","","","","","088-696-2485","指定緊急避難場所（法定外）","洪水,崖崩れ等,地震,内水氾濫",""
"","阿波高等学校（体育館）","阿波市吉野町柿原字ヒロナカ180","34.09940797","134.3524547","","","","","","","","","","","088-696-3131","指定緊急避難場所（法定外）","洪水,崖崩れ等,地震",""
"","吉野中学校（体育館）","阿波市吉野町西条字大西4-1","34.09883939","134.3694641","","","","","","","","","","","088-696-2039","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,内水氾濫",""
"","柿原小学校（体育館）","阿波市吉野町柿原字ヒロナカ256-1","34.09748368","134.3522193","","","","","","","","","","","088-696-2209","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,大規模な火事",""
"","美郷老人福祉センター","吉野川市美郷字毛無92番地2","34.030243","134.263983","","","","","","","","","","","0883-43-2811","指定緊急避難場所（法指定）","洪水,地震,大規模な火事,内水氾濫",""
"","吉野川市ふるさとセンター","吉野川市美郷字中筋194番地1","34.025677","134.259831","","","","","","","","","","","0883-43-2811","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,大規模な火事,内水氾濫",""
"","中枝小学校・体育館","吉野川市美郷字平71番地2","34.017798","134.261974","","","","","","","","","","","－","指定緊急避難場所（法指定）","洪水,地震,大規模な火事,内水氾濫",""
"","美郷中学校・体育館","吉野川市美郷字川俣51番地","34.031074","134.256728","","","","","","","","","","","－","指定緊急避難場所（法指定）","洪水,地震,大規模な火事,内水氾濫",""
"","種野小学校","吉野川市美郷字川俣47番地","34.03132","134.256866","","","","","","","","","","","0883-43-2900","指定緊急避難場所（法指定）","洪水,地震,大規模な火事,内水氾濫",""
"","東山小学校・体育館","吉野川市美郷字古土地155番地2","34.030804","134.298059","","","","","","","","","","","－","指定緊急避難場所（法指定）","洪水,地震,大規模な火事,内水氾濫",""
"","川田西小学校・体育館","吉野川市山川町川田429番地6","34.061592","134.208641","","","","","","","","","","","0883-42-2201","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,大規模な火事,内水氾濫",""
"","川田中小学校・体育館","吉野川市山川町町字53番地","34.045881","134.225196","","","","","","","","","","","0883-42-2022","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,大規模な火事,内水氾濫",""
"","川田小学校・体育館","吉野川市山川町住吉189番地","34.047504","134.232255","","","","","","","","","","","0883-42-2010","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,大規模な火事,内水氾濫",""
"","山川地域総合センター","吉野川市山川町翁喜台117番地","34.052431","134.231504","","","","","","","","","","","0883-42-4112","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,大規模な火事,内水氾濫",""
"","県立川島中学・高校","吉野川市川島町桑村367番地3","34.059299","134.325167","","","","","","","","","","","0883-25-2824","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,大規模な火事,内水氾濫",""
"","川島公民館","吉野川市川島町桑村860番地","34.060719","134.318282","","","","","","","","","","","0883-25-2180","指定緊急避難場所（法指定）","洪水,崖崩れ等,大規模な火事,内水氾濫",""
"","吉野川市役所","吉野川市鴨島町鴨島115番地1","34.06625","134.358641","","","","","","","","","","","0883-22-2235","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,大規模な火事,内水氾濫",""
"","鴨島公民館","吉野川市鴨島町鴨島甲１番地","34.0749905373933","134.350744728834","","","","","","","","","","","0883-24-5111","指定緊急避難場所（法指定）","洪水,崖崩れ等,大規模な火事,内水氾濫",""
"","鴨島第一中学校・体育館","吉野川市鴨島町鴨島633番地2","34.075066","134.348009","","","","","","","","","","","0883-24-2449","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,大規模な火事,内水氾濫",""
"","鴨島小学校・体育館","吉野川市鴨島町鴨島５６４番地","34.073173","134.354306","","","","","","","","","","","0883-24-2237","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,大規模な火事,内水氾濫",""
"","森山小学校・体育館","吉野川市鴨島町山路1086番地","34.062908","134.37011","","","","","","","","","","","0883-24-2205","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,大規模な火事,内水氾濫",""
"","鴨島東中学校・体育館","吉野川市鴨島町麻植塚215番地３","34.069618","134.375668","","","","","","","","","","","0883-24-2034","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,大規模な火事,内水氾濫",""
"","老人ホーム福寿荘","阿南市畭町亀崎93-7","33.916491","134.697609","","","","","","","","","","","0884-23-3440","指定緊急避難場所（法指定）","洪水,津波",""
"","羽ノ浦小学校","阿南市羽ノ浦町中庄原婦知1-1","33.95824","134.62772","","","","","","","","","","","0884-44-2053","指定緊急避難場所（法指定）","洪水,地震,津波,大規模な火事","洪水：校舎2階以上
地震：グラウンド
津波：グラウンド、校舎、体育館
大規模な火事：グラウンド"
"","富岡東高等学校羽ノ浦校","阿南市羽ノ浦町中庄市50-1","33.95978","134.628085","","","","","","","","","","","0884-44-2054","指定緊急避難場所（法指定）","洪水,地震,津波","地震：グラウンド
津波：グラウンド、校舎、体育館、部室棟
洪水：校舎2階以上"
"","今津小学校","阿南市那賀川町敷地238","33.963855","134.646302","","","","","","","","","","","0884-42-0702","指定緊急避難場所（法指定）","洪水,津波","洪水・津波：校舎2階以上"
"","中野島総合センター","阿南市柳島町中川原20-3","33.933213","134.640681","","","","","","","","","","","0884-22-1669","指定緊急避難場所（法指定）","洪水,地震,津波",""
"","科学センター","阿南市那賀川町上福井南川渕8-1","33.948854","134.681745","","","","","","","","","","","0884-42-1600","指定緊急避難場所（法指定）","洪水,津波","洪水・津波：体験館2階以上、天文館2階以上"
"","平島小学校","阿南市那賀川町赤池131-2","33.943547","134.662632","","","","","","","","","","","0884-42-0039","指定緊急避難場所（法指定）","洪水,津波","洪水・津波：校舎2階以上"
"","那賀川中学校","阿南市那賀川町苅屋370-1","33.949746","134.661838","","","","","","","","","","","0884-42-0058","指定緊急避難場所（法指定）","洪水,津波,大規模な火事","大規模な火事：グラウンド
洪水・津波：校舎2階以上"
"","横見小学校","阿南市横見町前長岡67-1","33.928918","134.655492","","","","","","","","","","","0884-22-0363","指定緊急避難場所（法指定）","洪水,津波,大規模な火事",""
"","椿泊小学校","阿南市椿泊町東127","33.844489","134.716061","","","","","","","","","","","0884-33-0014","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,津波,大規模な火事",""
"","蒲生田小学校(休校中)　","阿南市椿町蒲生田2","33.836028","134.73819","","","","","","","","","","","0884-33-0811","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,津波,大規模な火事",""
"","かもだ岬温泉保養施設","阿南市椿町船瀬60-2","33.831409","134.725892","","","","","","","","","","","0884-21-3030","指定緊急避難場所（法指定）","洪水,地震,津波",""
"","椿小学校","阿南市椿町黒田47","33.828448","134.666483","","","","","","","","","","","0884-33-1004","指定緊急避難場所（法指定）","洪水,崖崩れ等,津波",""
"","福井町総合センター","阿南市福井町古津198-2","33.836894","134.620964","","","","","","","","","","","0884-34-2250","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,津波",""
"","福井小学校","阿南市福井町大西192-1","33.838242","134.621948","","","","","","","","","","","0884-34-2013","指定緊急避難場所（法指定）","洪水,地震,津波,大規模な火事",""
"","福井中学校","阿南市福井町大西141","33.838687","134.62299","","","","","","","","","","","0884-34-2234","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,津波",""
"","ふるさと館","阿南市橘町土井崎115-16","33.851867","134.624092","","","","","","","","","","","0884-34-2161","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,津波",""
"","旧クリーンセンター","阿南市橘町土井崎117-14","33.852064","134.622601","","","","","","","","","","","","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,津波",""
"","橘こどもセンター","阿南市橘町久保38-3","33.875131","134.640418","","","","","","","","","","","0884-26-8800","指定緊急避難場所（法指定）","洪水,津波",""
"","津乃峰総合センター","阿南市津乃峰町長浜494","33.8889100676879","134.65591056873","","","","","","","","","","","","指定緊急避難場所（法指定）","洪水,崖崩れ等,津波",""
"","津乃峰小学校","阿南市津乃峰町戎山129-37","33.884427","134.649929","","","","","","","","","","","0884-27-0227","指定緊急避難場所（法指定）","洪水,崖崩れ等,津波",""
"","阿南工業高等専門学校","阿南市見能林町青木265","33.898017","134.667706","","","","","","","","","","","0884-23-7100","指定緊急避難場所（法指定）","洪水,津波,大規模な火事",""
"","見能林小学校","阿南市見能林町西内35","33.900698","134.670453","","","","","","","","","","","0884-22-0506","指定緊急避難場所（法指定）","洪水,崖崩れ等,津波",""
"","見能林公民館","阿南市見能林町念仏免4-1","33.901199","134.669485","","","","","","","","","","","0884-22-0501","指定緊急避難場所（法指定）","洪水,崖崩れ等,津波",""
"","阿南中学校","阿南市見能林町南勘高1","33.905257","134.664831","","","","","","","","","","","0884-22-0539","指定緊急避難場所（法指定）","洪水,崖崩れ等,津波",""
"","富岡幼稚園","阿南市領家町浜田182-1","33.922922","134.668613","","","","","","","","","","","0884-22-0561","指定緊急避難場所（法指定）","洪水,津波",""
"","阿南社会福祉会館","阿南市今福寺40-17","33.918584","134.662302","","","","","","","","","","","0884-22-3290","指定緊急避難場所（法指定）","洪水,津波",""
"","阿南ひまわり会館","阿南市富岡町北通33-1","33.921453","134.662664","","","","","","","","","","","0884-23-6600","指定緊急避難場所（法指定）","洪水,崖崩れ等,津波",""
"","スポーツ総合センター","阿南市七見町下川田100-1","33.919641","134.684814","","","","","","","","","","","0884-22-2300","指定緊急避難場所（法指定）","洪水,崖崩れ等,津波",""
"","富岡公民館","阿南市富岡町西池田135-1","33.915475","134.656573","","","","","","","","","","","0884-22-1028","指定緊急避難場所（法指定）","洪水,崖崩れ等,津波",""
"","阿南市文化会館","阿南市富岡町西池田135-1","33.915694","134.656069","","","","","","","","","","","0884-21-0808","指定緊急避難場所（法指定）","洪水,地震,津波,大規模な火事",""
"","富岡小学校","阿南市領家町浜田200","33.924044","134.66747","","","","","","","","","","","0884-22-0066","指定緊急避難場所（法指定）","洪水,津波",""
"","富岡西高等学校","阿南市富岡町小山18-3","33.919432","134.650261","","","","","","","","","","","0884-22-0041","指定緊急避難場所（法指定）","洪水,崖崩れ等,地震,津波",""
"","鳴門高等学校（体育館）","鳴門市撫養町斎田字岩崎135-1","34.179209729499","134.600511077761","","","","","","","","","","","088-685-3217","指定緊急避難場所（法指定）","洪水,高潮,崖崩れ等,地震,津波,内水氾濫",""
"","コミュニティセンター新開会館","赤石町6-60","33.982576","134.614191","","","","","","","","","","","0885-38-1931","指定緊急避難場所（法指定）","洪水,崖崩れ等,内水氾濫",""
"","新開小学校","大林町字中津37","33.978901","134.617796","","","","","","","","","","","0885-37-1102","指定緊急避難場所（法指定）","洪水,崖崩れ等,津波,内水氾濫",""
"","コミュニティ交流センターみさき","和田島町字遠見73-11","34.007633","134.628096","","","","","","","","","","","","指定緊急避難場所（法指定）","洪水,崖崩れ等,内水氾濫",""
"","和田島公民館","和田島町字明神北129","33.99768","134.640326","","","","","","","","","","","0885-37-2723","指定緊急避難場所（法指定）","洪水,崖崩れ等,内水氾濫",""
"","和田島小学校","和田島町字山のはな8","33.996248","134.640326","","","","","","","","","","","0885-37-1911","指定緊急避難場所（法指定）","洪水,崖崩れ等,津波,内水氾濫",""
"","目佐厚生福祉解放センター","坂野町字目佐101","33.967161","134.633853","","","","","","","","","","","0885-37-0358","指定緊急避難場所（法指定）","洪水,崖崩れ等,津波,内水氾濫",""
"","坂野小学校","坂野町字根上り6-1","33.981891","134.633138","","","","","","","","","","","0885-37-1512","指定緊急避難場所（法指定）","洪水,崖崩れ等,津波,内水氾濫",""
"","櫛渕小学校","櫛渕町字北佃45","33.953791","134.584172","","","","","","","","","","","0885-37-1058","指定緊急避難場所（法指定）","洪水,崖崩れ等,津波,内水氾濫",""
"","しらさぎ浄園","立江町字大田ノ浦67-1","33.977478","134.598784","","","","","","","","","","","0885-38-1452","指定緊急避難場所（法指定）","洪水,津波,内水氾濫",""
"","小松島市立武道館","立江町字赤石74-2","33.978972","134.606273","","","","","","","","","","","0885-38-1788","指定緊急避難場所（法指定）","洪水,崖崩れ等,内水氾濫",""
"","小松島市立体育館","立江町字赤石74-2","33.979399","134.605994","","","","","","","","","","","0885-38-1788","指定緊急避難場所（法指定）","洪水,崖崩れ等,内水氾濫",""
"","立江小学校","立江町字松本34-3","33.968812","134.604055","","","","","","","","","","","0885-37-1002","指定緊急避難場所（法指定）","洪水,崖崩れ等,津波,内水氾濫",""
"","芝田多目的センター","芝生町字西居屋敷107-3","33.995254","134.580199","","","","","","","","","","","0885-32-4656","指定緊急避難場所（法指定）","洪水,崖崩れ等,内水氾濫",""
"","芝田小学校","田野町字中須45","33.985276","134.583313","","","","","","","","","","","0885-32-0212","指定緊急避難場所（法指定）","洪水,津波,内水氾濫",""
"","児安小学校","田浦町字近里27","34.001959","134.564935","","","","","","","","","","","0885-32-0171","指定緊急避難場所（法指定）","洪水,崖崩れ等,津波,内水氾濫",""
"","小松島厚生福祉解放センター","中郷町字加藤18-1","34.007922","134.571635","","","","","","","","","","","0885-32-5711","指定緊急避難場所（法指定）","洪水,崖崩れ等,津波,内水氾濫",""
"","泰地総合センター","中郷町字桜馬場103-1","34.013112","134.57384","","","","","","","","","","","0885-33-0194","指定緊急避難場所（法指定）","洪水,崖崩れ等,津波,内水氾濫",""
"","千代小学校","中田町字奥林29","34.015157","134.575224","","","","","","","","","","","0885-32-0109","指定緊急避難場所（法指定）","洪水,崖崩れ等,津波,内水氾濫",""
"","生涯学習センター・市立図書館","小松島町字新港29-11","34.011546","134.586854","","","","","","","","","","","0885-32-1100","指定緊急避難場所（法指定）","洪水,崖崩れ等,津波,内水氾濫",""
"","保健センター・ミリカホール","小松島町字新港9-10","34.010227","134.588594","","","","","","","","","","","0885-32-3551","指定緊急避難場所（法指定）","洪水,崖崩れ等,内水氾濫",""
"","北小松島小学校","中田町字浜田33","34.015593","134.586588","","","","","","","","","","","0885-32-0342","指定緊急避難場所（法指定）","洪水,崖崩れ等,津波,内水氾濫",""
"","勤労青少年ホーム","南小松島町1-16","34.005774","134.591183","","","","","","","","","","","0885-33-3283","指定緊急避難場所（法指定）","洪水,崖崩れ等,津波,内水氾濫",""
"","中央会館","松島町5-6","34.008736","134.585245","","","","","","","","","","","0885-32-2030","指定緊急避難場所（法指定）","洪水,崖崩れ等,津波,内水氾濫",""
"","コミュニティ金磯会館","金磯町7-1","33.994825","134.603926","","","","","","","","","","","0885-32-9559","指定緊急避難場所（法指定）","洪水,崖崩れ等,内水氾濫",""
